strategy,cagr,sharpe,mdd,calmar,years,start,end,pct_in_market,trades,bh_cagr,bh_sharpe,bh_mdd
Dist_MA120<-8% | 沪深300 [OOS],1.76,0.45,-4.02,0.438,3.1,2023-01-03,2026-03-24,6.3,7.0,4.8,0.361,-24.8
Dist_MA120<-10% | 沪深300 [FULL],3.08,0.394,-22.14,0.139,13.7,2012-01-05,2026-03-24,6.9,33.0,4.99,0.335,-46.7
Dist_MA120<-10% | 沪深300 [IS],3.73,0.423,-22.14,0.169,10.6,2012-01-05,2022-12-30,8.7,28.0,5.04,0.332,-46.7
Dist_MA120<-10% | 沪深300 [OOS],0.85,0.862,-0.1,8.489,3.1,2023-01-03,2026-03-24,0.6,5.0,4.8,0.361,-24.8
Dist_MA120<-15% | 沪深300 [FULL],0.93,0.205,-15.8,0.059,13.7,2012-01-05,2026-03-24,1.4,8.0,4.99,0.335,-46.7
Dist_MA120<-15% | 沪深300 [IS],1.21,0.233,-15.8,0.076,10.6,2012-01-05,2022-12-30,1.8,8.0,5.04,0.332,-46.7
Dist_MA120<-15% | 沪深300 [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,0.0,0.0,4.8,0.361,-24.8
Above_MA120 | 沪深300 [FULL],5.57,0.448,-35.17,0.158,13.7,2012-01-05,2026-03-24,50.6,63.0,4.99,0.335,-46.7
Above_MA120 | 沪深300 [IS],6.29,0.49,-29.35,0.214,10.6,2012-01-05,2022-12-30,47.5,46.0,5.04,0.332,-46.7
Above_MA120 | 沪深300 [OOS],3.15,0.295,-13.26,0.238,3.1,2023-01-03,2026-03-24,61.2,17.0,4.8,0.361,-24.8
Dist_MA250<-3% | 沪深300 [FULL],-0.05,0.059,-29.41,-0.002,13.7,2012-01-05,2026-03-24,33.6,43.0,4.99,0.335,-46.7
Dist_MA250<-3% | 沪深300 [IS],-0.5,0.03,-29.41,-0.017,10.6,2012-01-05,2022-12-30,33.8,29.0,5.04,0.332,-46.7
Dist_MA250<-3% | 沪深300 [OOS],1.52,0.222,-15.6,0.097,3.1,2023-01-03,2026-03-24,32.9,13.0,4.8,0.361,-24.8
Dist_MA250<-5% | 沪深300 [FULL],1.6,0.197,-25.97,0.062,13.7,2012-01-05,2026-03-24,25.3,52.0,4.99,0.335,-46.7
Dist_MA250<-5% | 沪深300 [IS],1.16,0.156,-25.97,0.045,10.6,2012-01-05,2022-12-30,26.8,36.0,5.04,0.332,-46.7
Dist_MA250<-5% | 沪深300 [OOS],3.14,0.482,-14.57,0.216,3.1,2023-01-03,2026-03-24,20.2,15.0,4.8,0.361,-24.8
Dist_MA250<-8% | 沪深300 [FULL],0.54,0.104,-28.55,0.019,13.7,2012-01-05,2026-03-24,17.7,40.0,4.99,0.335,-46.7
Dist_MA250<-8% | 沪深300 [IS],0.83,0.13,-28.55,0.029,10.6,2012-01-05,2022-12-30,19.8,34.0,5.04,0.332,-46.7
Dist_MA250<-8% | 沪深300 [OOS],-0.45,-0.071,-10.72,-0.042,3.1,2023-01-03,2026-03-24,10.2,6.0,4.8,0.361,-24.8
Dist_MA250<-10% | 沪深300 [FULL],1.45,0.207,-20.07,0.072,13.7,2012-01-05,2026-03-24,13.2,29.0,4.99,0.335,-46.7
Dist_MA250<-10% | 沪深300 [IS],2.03,0.254,-20.07,0.101,10.6,2012-01-05,2022-12-30,15.1,26.0,5.04,0.332,-46.7
Dist_MA250<-10% | 沪深300 [OOS],-0.49,-0.091,-8.89,-0.056,3.1,2023-01-03,2026-03-24,6.8,3.0,4.8,0.361,-24.8
Dist_MA250<-15% | 沪深300 [FULL],3.07,0.513,-11.46,0.268,13.7,2012-01-05,2026-03-24,5.0,29.0,4.99,0.335,-46.7
Dist_MA250<-15% | 沪深300 [IS],3.8,0.559,-11.46,0.331,10.6,2012-01-05,2022-12-30,6.4,26.0,5.04,0.332,-46.7
Dist_MA250<-15% | 沪深300 [OOS],0.6,0.726,-0.1,6.049,3.1,2023-01-03,2026-03-24,0.4,3.0,4.8,0.361,-24.8
Above_MA250 | 沪深300 [FULL],4.15,0.34,-37.02,0.112,13.7,2012-01-05,2026-03-24,51.1,33.0,4.99,0.335,-46.7
Above_MA250 | 沪深300 [IS],5.26,0.401,-37.02,0.142,10.6,2012-01-05,2022-12-30,50.4,20.0,5.04,0.332,-46.7
Above_MA250 | 沪深300 [OOS],0.42,0.099,-17.41,0.024,3.1,2023-01-03,2026-03-24,53.6,13.0,4.8,0.361,-24.8
Vol20<MA120 | 沪深300 [FULL],3.94,0.359,-39.87,0.099,13.7,2012-01-05,2026-03-24,56.8,63.0,4.99,0.335,-46.7
Vol20<MA120 | 沪深300 [IS],6.3,0.516,-26.23,0.24,10.6,2012-01-05,2022-12-30,55.1,45.0,5.04,0.332,-46.7
Vol20<MA120 | 沪深300 [OOS],-3.77,-0.28,-26.53,-0.142,3.1,2023-01-03,2026-03-24,62.3,17.0,4.8,0.361,-24.8
HighVol70&BelowMA250 | 沪深300 [FULL],0.36,0.086,-29.14,0.012,13.7,2012-01-05,2026-03-24,11.9,26.0,4.99,0.335,-46.7
HighVol70&BelowMA250 | 沪深300 [IS],-1.4,-0.075,-29.14,-0.048,10.6,2012-01-05,2022-12-30,14.1,20.0,5.04,0.332,-46.7
HighVol70&BelowMA250 | 沪深300 [OOS],6.64,1.45,-2.48,2.678,3.1,2023-01-03,2026-03-24,4.2,6.0,4.8,0.361,-24.8
HighVol80&BelowMA250 | 沪深300 [FULL],-0.08,0.031,-31.98,-0.003,13.7,2012-01-05,2026-03-24,8.3,22.0,4.99,0.335,-46.7
HighVol80&BelowMA250 | 沪深300 [IS],-1.59,-0.13,-31.98,-0.05,10.6,2012-01-05,2022-12-30,10.0,18.0,5.04,0.332,-46.7
HighVol80&BelowMA250 | 沪深300 [OOS],5.29,1.472,-1.27,4.149,3.1,2023-01-03,2026-03-24,2.6,4.0,4.8,0.361,-24.8
HighVol90&BelowMA250 | 沪深300 [FULL],-0.34,-0.019,-24.24,-0.014,13.7,2012-01-05,2026-03-24,4.5,17.0,4.99,0.335,-46.7
HighVol90&BelowMA250 | 沪深300 [IS],-1.3,-0.142,-24.24,-0.054,10.6,2012-01-05,2022-12-30,5.6,15.0,5.04,0.332,-46.7
HighVol90&BelowMA250 | 沪深300 [OOS],3.02,1.06,-0.1,30.218,3.1,2023-01-03,2026-03-24,0.6,2.0,4.8,0.361,-24.8
Vol60<MA120 | 沪深300 [FULL],0.52,0.106,-46.2,0.011,13.7,2012-01-05,2026-03-24,51.6,25.0,4.99,0.335,-46.7
Vol60<MA120 | 沪深300 [IS],1.43,0.173,-33.09,0.043,10.6,2012-01-05,2022-12-30,47.9,21.0,5.04,0.332,-46.7
Vol60<MA120 | 沪深300 [OOS],-2.51,-0.166,-25.03,-0.1,3.1,2023-01-03,2026-03-24,64.0,4.0,4.8,0.361,-24.8
HighVol70&BelowMA250 | 沪深300 [FULL],-0.8,-0.039,-30.51,-0.026,13.7,2012-01-05,2026-03-24,11.7,16.0,4.99,0.335,-46.7
HighVol70&BelowMA250 | 沪深300 [IS],-1.34,-0.074,-30.51,-0.044,10.6,2012-01-05,2022-12-30,15.0,14.0,5.04,0.332,-46.7
HighVol70&BelowMA250 | 沪深300 [OOS],1.07,0.805,-0.5,2.119,3.1,2023-01-03,2026-03-24,0.5,2.0,4.8,0.361,-24.8
HighVol80&BelowMA250 | 沪深300 [FULL],0.3,0.077,-23.1,0.013,13.7,2012-01-05,2026-03-24,8.5,7.0,4.99,0.335,-46.7
HighVol80&BelowMA250 | 沪深300 [IS],0.02,0.047,-23.1,0.001,10.6,2012-01-05,2022-12-30,10.9,6.0,5.04,0.332,-46.7
HighVol80&BelowMA250 | 沪深300 [OOS],1.23,0.943,-0.1,12.318,3.1,2023-01-03,2026-03-24,0.4,1.0,4.8,0.361,-24.8
HighVol90&BelowMA250 | 沪深300 [FULL],-0.43,-0.023,-22.63,-0.019,13.7,2012-01-05,2026-03-24,6.8,6.0,4.99,0.335,-46.7
HighVol90&BelowMA250 | 沪深300 [IS],-0.55,-0.026,-22.63,-0.024,10.6,2012-01-05,2022-12-30,8.8,6.0,5.04,0.332,-46.7
HighVol90&BelowMA250 | 沪深300 [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,0.0,0.0,4.8,0.361,-24.8
Below_MA120&10Y<2.5 | 中证500 [FULL],1.23,0.234,-15.84,0.078,13.7,2012-01-05,2026-03-24,5.1,13.0,6.54,0.38,-65.2
Below_MA120&10Y<2.5 | 中证500 [IS],0.0,0.0,0.0,0.0,10.6,2012-01-05,2022-12-30,0.0,0.0,5.9,0.354,-65.2
Below_MA120&10Y<2.5 | 中证500 [OOS],5.57,0.493,-15.84,0.352,3.1,2023-01-03,2026-03-24,22.6,13.0,8.75,0.49,-31.15
Below_MA120&10Y<3.0 | 中证500 [FULL],-0.47,0.018,-29.69,-0.016,13.7,2012-01-05,2026-03-24,19.7,35.0,6.54,0.38,-65.2
Below_MA120&10Y<3.0 | 中证500 [IS],-0.77,-0.02,-26.62,-0.029,10.6,2012-01-05,2022-12-30,11.8,21.0,5.9,0.354,-65.2
Below_MA120&10Y<3.0 | 中证500 [OOS],0.57,0.112,-27.99,0.02,3.1,2023-01-03,2026-03-24,46.8,14.0,8.75,0.49,-31.15
Below_MA120&10Y<3.5 | 中证500 [FULL],2.64,0.247,-29.69,0.089,13.7,2012-01-05,2026-03-24,32.1,66.0,6.54,0.38,-65.2
Below_MA120&10Y<3.5 | 中证500 [IS],3.25,0.284,-26.62,0.122,10.6,2012-01-05,2022-12-30,27.8,52.0,5.9,0.354,-65.2
Below_MA120&10Y<3.5 | 中证500 [OOS],0.57,0.112,-27.99,0.02,3.1,2023-01-03,2026-03-24,46.8,14.0,8.75,0.49,-31.15
Below_MA250&10Y<2.5 | 中证500 [FULL],0.5,0.118,-19.9,0.025,13.7,2012-01-05,2026-03-24,4.9,4.0,6.54,0.38,-65.2
Below_MA250&10Y<2.5 | 中证500 [IS],0.0,0.0,0.0,0.0,10.6,2012-01-05,2022-12-30,0.0,0.0,5.9,0.354,-65.2
Below_MA250&10Y<2.5 | 中证500 [OOS],2.23,0.248,-19.9,0.112,3.1,2023-01-03,2026-03-24,21.6,4.0,8.75,0.49,-31.15
Below_MA250&10Y<3.0 | 中证500 [FULL],-0.15,0.044,-34.06,-0.005,13.7,2012-01-05,2026-03-24,22.0,20.0,6.54,0.38,-65.2
Below_MA250&10Y<3.0 | 中证500 [IS],0.52,0.103,-25.4,0.021,10.6,2012-01-05,2022-12-30,15.1,16.0,5.9,0.354,-65.2
Below_MA250&10Y<3.0 | 中证500 [OOS],-2.44,-0.113,-27.82,-0.088,3.1,2023-01-03,2026-03-24,45.8,3.0,8.75,0.49,-31.15
Below_MA250&10Y<3.5 | 中证500 [FULL],2.67,0.263,-34.06,0.078,13.7,2012-01-05,2026-03-24,27.4,47.0,6.54,0.38,-65.2
Below_MA250&10Y<3.5 | 中证500 [IS],4.21,0.374,-25.4,0.166,10.6,2012-01-05,2022-12-30,22.1,43.0,5.9,0.354,-65.2
Below_MA250&10Y<3.5 | 中证500 [OOS],-2.44,-0.113,-27.82,-0.088,3.1,2023-01-03,2026-03-24,45.8,3.0,8.75,0.49,-31.15
Below_MA500&10Y<2.5 | 中证500 [FULL],1.79,0.305,-19.9,0.09,13.7,2012-01-05,2026-03-24,5.6,9.0,6.54,0.38,-65.2
Below_MA500&10Y<2.5 | 中证500 [IS],0.0,0.0,0.0,0.0,10.6,2012-01-05,2022-12-30,0.0,0.0,5.9,0.354,-65.2
Below_MA500&10Y<2.5 | 中证500 [OOS],8.17,0.641,-19.9,0.41,3.1,2023-01-03,2026-03-24,24.7,9.0,8.75,0.49,-31.15
Below_MA500&10Y<3.0 | 中证500 [FULL],3.96,0.413,-31.77,0.125,13.7,2012-01-05,2026-03-24,24.2,22.0,6.54,0.38,-65.2
Below_MA500&10Y<3.0 | 中证500 [IS],4.35,0.532,-19.16,0.227,10.6,2012-01-05,2022-12-30,14.5,15.0,5.9,0.354,-65.2
Below_MA500&10Y<3.0 | 中证500 [OOS],2.62,0.24,-31.15,0.084,3.1,2023-01-03,2026-03-24,57.6,6.0,8.75,0.49,-31.15
Below_MA500&10Y<3.5 | 中证500 [FULL],4.47,0.402,-31.77,0.141,13.7,2012-01-05,2026-03-24,35.1,29.0,6.54,0.38,-65.2
Below_MA500&10Y<3.5 | 中证500 [IS],5.01,0.469,-19.16,0.262,10.6,2012-01-05,2022-12-30,28.6,22.0,5.9,0.354,-65.2
Below_MA500&10Y<3.5 | 中证500 [OOS],2.62,0.24,-31.15,0.084,3.1,2023-01-03,2026-03-24,57.6,6.0,8.75,0.49,-31.15
PriceRank<P30(2y) | 中证500 [FULL],0.89,0.134,-34.62,0.026,13.7,2012-01-05,2026-03-24,26.3,33.0,6.54,0.38,-65.2
PriceRank<P30(2y) | 中证500 [IS],0.8,0.129,-34.62,0.023,10.6,2012-01-05,2022-12-30,20.2,25.0,5.9,0.354,-65.2
PriceRank<P30(2y) | 中证500 [OOS],1.19,0.153,-27.84,0.043,3.1,2023-01-03,2026-03-24,47.2,7.0,8.75,0.49,-31.15
PriceRank<P40(2y) | 中证500 [FULL],1.09,0.148,-35.2,0.031,13.7,2012-01-05,2026-03-24,31.6,43.0,6.54,0.38,-65.2
PriceRank<P40(2y) | 中证500 [IS],0.05,0.063,-35.2,0.001,10.6,2012-01-05,2022-12-30,25.7,32.0,5.9,0.354,-65.2
PriceRank<P40(2y) | 中证500 [OOS],4.75,0.373,-28.93,0.164,3.1,2023-01-03,2026-03-24,51.7,10.0,8.75,0.49,-31.15
PriceRank<P50(2y) | 中证500 [FULL],1.43,0.172,-37.47,0.038,13.7,2012-01-05,2026-03-24,37.5,38.0,6.54,0.38,-65.2
PriceRank<P50(2y) | 中证500 [IS],0.62,0.113,-35.88,0.017,10.6,2012-01-05,2022-12-30,31.9,28.0,5.9,0.354,-65.2
PriceRank<P50(2y) | 中证500 [OOS],4.28,0.341,-28.93,0.148,3.1,2023-01-03,2026-03-24,56.7,9.0,8.75,0.49,-31.15
Cheap40(2y)&10YDown60 | 中证500 [FULL],1.01,0.147,-29.38,0.034,13.7,2012-01-05,2026-03-24,20.4,41.0,6.54,0.38,-65.2
Cheap40(2y)&10YDown60 | 中证500 [IS],0.56,0.107,-23.48,0.024,10.6,2012-01-05,2022-12-30,14.6,25.0,5.9,0.354,-65.2
Cheap40(2y)&10YDown60 | 中证500 [OOS],2.57,0.243,-26.38,0.097,3.1,2023-01-03,2026-03-24,40.2,16.0,8.75,0.49,-31.15
Cheap40(2y)&10YDown120 | 中证500 [FULL],1.29,0.172,-28.99,0.045,13.7,2012-01-05,2026-03-24,21.4,31.0,6.54,0.38,-65.2
Cheap40(2y)&10YDown120 | 中证500 [IS],1.17,0.172,-28.99,0.04,10.6,2012-01-05,2022-12-30,15.7,22.0,5.9,0.354,-65.2
Cheap40(2y)&10YDown120 | 中证500 [OOS],1.72,0.187,-27.6,0.062,3.1,2023-01-03,2026-03-24,41.3,9.0,8.75,0.49,-31.15
PriceRank<P30(3y) | 中证500 [FULL],0.77,0.123,-35.2,0.022,13.7,2012-01-05,2026-03-24,23.7,27.0,6.54,0.38,-65.2
PriceRank<P30(3y) | 中证500 [IS],0.04,0.055,-35.2,0.001,10.6,2012-01-05,2022-12-30,16.5,16.0,5.9,0.354,-65.2
PriceRank<P30(3y) | 中证500 [OOS],3.28,0.284,-28.15,0.117,3.1,2023-01-03,2026-03-24,48.2,10.0,8.75,0.49,-31.15
PriceRank<P40(3y) | 中证500 [FULL],2.7,0.272,-35.88,0.075,13.7,2012-01-05,2026-03-24,30.4,35.0,6.54,0.38,-65.2
PriceRank<P40(3y) | 中证500 [IS],1.4,0.18,-35.88,0.039,10.6,2012-01-05,2022-12-30,22.9,22.0,5.9,0.354,-65.2
PriceRank<P40(3y) | 中证500 [OOS],7.29,0.501,-28.93,0.252,3.1,2023-01-03,2026-03-24,56.3,12.0,8.75,0.49,-31.15
PriceRank<P50(3y) | 中证500 [FULL],2.38,0.236,-36.44,0.065,13.7,2012-01-05,2026-03-24,38.0,38.0,6.54,0.38,-65.2
PriceRank<P50(3y) | 中证500 [IS],1.0,0.142,-36.44,0.028,10.6,2012-01-05,2022-12-30,29.5,21.0,5.9,0.354,-65.2
PriceRank<P50(3y) | 中证500 [OOS],7.27,0.47,-28.93,0.251,3.1,2023-01-03,2026-03-24,67.4,16.0,8.75,0.49,-31.15
Cheap40(3y)&10YDown60 | 中证500 [FULL],4.13,0.424,-26.51,0.156,13.7,2012-01-05,2026-03-24,20.3,46.0,6.54,0.38,-65.2
Cheap40(3y)&10YDown60 | 中证500 [IS],3.62,0.445,-21.97,0.165,10.6,2012-01-05,2022-12-30,13.1,25.0,5.9,0.354,-65.2
Cheap40(3y)&10YDown60 | 中证500 [OOS],5.9,0.434,-26.38,0.224,3.1,2023-01-03,2026-03-24,45.4,21.0,8.75,0.49,-31.15
Cheap40(3y)&10YDown120 | 中证500 [FULL],2.63,0.291,-29.73,0.089,13.7,2012-01-05,2026-03-24,21.7,34.0,6.54,0.38,-65.2
Cheap40(3y)&10YDown120 | 中证500 [IS],2.05,0.272,-29.73,0.069,10.6,2012-01-05,2022-12-30,14.2,21.0,5.9,0.354,-65.2
Cheap40(3y)&10YDown120 | 中证500 [OOS],4.68,0.36,-27.6,0.17,3.1,2023-01-03,2026-03-24,47.6,13.0,8.75,0.49,-31.15
"RSI14(30,70) | 中证500 [FULL]",1.18,0.154,-32.8,0.036,13.7,2012-01-05,2026-03-24,43.1,38.0,6.54,0.38,-65.2
"RSI14(30,70) | 中证500 [IS]",2.98,0.259,-28.45,0.105,10.6,2012-01-05,2022-12-30,42.7,31.0,5.9,0.354,-65.2
"RSI14(30,70) | 中证500 [OOS]",-4.78,-0.269,-28.03,-0.171,3.1,2023-01-03,2026-03-24,44.3,7.0,8.75,0.49,-31.15
"RSI14(20,80) | 中证500 [FULL]",0.57,0.115,-46.06,0.012,13.7,2012-01-05,2026-03-24,29.5,15.0,6.54,0.38,-65.2
"RSI14(20,80) | 中证500 [IS]",-0.58,0.048,-44.45,-0.013,10.6,2012-01-05,2022-12-30,28.2,11.0,5.9,0.354,-65.2
"RSI14(20,80) | 中证500 [OOS]",4.61,0.426,-23.49,0.196,3.1,2023-01-03,2026-03-24,34.1,3.0,8.75,0.49,-31.15
"RSI14(40,60) | 中证500 [FULL]",-1.75,-0.015,-37.3,-0.047,13.7,2012-01-05,2026-03-24,44.2,65.0,6.54,0.38,-65.2
"RSI14(40,60) | 中证500 [IS]",-1.19,0.025,-37.3,-0.032,10.6,2012-01-05,2022-12-30,43.6,49.0,5.9,0.354,-65.2
"RSI14(40,60) | 中证500 [OOS]",-3.67,-0.181,-20.86,-0.176,3.1,2023-01-03,2026-03-24,46.0,16.0,8.75,0.49,-31.15
"RSI30(30,70) | 中证500 [FULL]",4.23,0.395,-26.04,0.163,13.7,2012-01-05,2026-03-24,26.7,10.0,6.54,0.38,-65.2
"RSI30(30,70) | 中证500 [IS]",2.17,0.238,-26.04,0.083,10.6,2012-01-05,2022-12-30,24.5,6.0,5.9,0.354,-65.2
"RSI30(30,70) | 中证500 [OOS]",11.65,0.875,-21.26,0.548,3.1,2023-01-03,2026-03-24,34.3,3.0,8.75,0.49,-31.15
"RSI30(20,80) | 中证500 [FULL]",0.0,0.0,0.0,0.0,13.7,2012-01-05,2026-03-24,0.0,0.0,6.54,0.38,-65.2
"RSI30(20,80) | 中证500 [IS]",0.0,0.0,0.0,0.0,10.6,2012-01-05,2022-12-30,0.0,0.0,5.9,0.354,-65.2
"RSI30(20,80) | 中证500 [OOS]",0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,0.0,0.0,8.75,0.49,-31.15
"RSI30(40,60) | 中证500 [FULL]",4.86,0.366,-34.95,0.139,13.7,2012-01-05,2026-03-24,46.5,28.0,6.54,0.38,-65.2
"RSI30(40,60) | 中证500 [IS]",4.95,0.364,-34.95,0.142,10.6,2012-01-05,2022-12-30,46.0,21.0,5.9,0.354,-65.2
"RSI30(40,60) | 中证500 [OOS]",4.54,0.38,-25.26,0.18,3.1,2023-01-03,2026-03-24,48.5,7.0,8.75,0.49,-31.15
"RSI60(30,70) | 中证500 [FULL]",0.0,0.0,0.0,0.0,13.7,2012-01-05,2026-03-24,0.0,0.0,6.54,0.38,-65.2
"RSI60(30,70) | 中证500 [IS]",0.0,0.0,0.0,0.0,10.6,2012-01-05,2022-12-30,0.0,0.0,5.9,0.354,-65.2
"RSI60(30,70) | 中证500 [OOS]",0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,0.0,0.0,8.75,0.49,-31.15
"RSI60(20,80) | 中证500 [FULL]",0.0,0.0,0.0,0.0,13.7,2012-01-05,2026-03-24,0.0,0.0,6.54,0.38,-65.2
"RSI60(20,80) | 中证500 [IS]",0.0,0.0,0.0,0.0,10.6,2012-01-05,2022-12-30,0.0,0.0,5.9,0.354,-65.2
"RSI60(20,80) | 中证500 [OOS]",0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,0.0,0.0,8.75,0.49,-31.15
"RSI60(40,60) | 中证500 [FULL]",4.82,0.386,-36.17,0.133,13.7,2012-01-05,2026-03-24,38.5,11.0,6.54,0.38,-65.2
"RSI60(40,60) | 中证500 [IS]",4.28,0.348,-36.17,0.118,10.6,2012-01-05,2022-12-30,39.9,8.0,5.9,0.354,-65.2
"RSI60(40,60) | 中证500 [OOS]",6.73,0.535,-27.22,0.247,3.1,2023-01-03,2026-03-24,33.7,2.0,8.75,0.49,-31.15
Dist_MA20<-3% | 中证500 [FULL],-3.25,-0.171,-51.61,-0.063,13.7,2012-01-05,2026-03-24,14.7,112.0,6.54,0.38,-65.2
Dist_MA20<-3% | 中证500 [IS],-4.01,-0.203,-51.61,-0.078,10.6,2012-01-05,2022-12-30,15.6,90.0,5.9,0.354,-65.2
Dist_MA20<-3% | 中证500 [OOS],-0.56,-0.013,-9.92,-0.056,3.1,2023-01-03,2026-03-24,11.6,22.0,8.75,0.49,-31.15
Dist_MA20<-5% | 中证500 [FULL],-1.64,-0.08,-50.29,-0.033,13.7,2012-01-05,2026-03-24,6.3,65.0,6.54,0.38,-65.2
Dist_MA20<-5% | 中证500 [IS],-3.3,-0.195,-50.29,-0.066,10.6,2012-01-05,2022-12-30,7.0,54.0,5.9,0.354,-65.2
Dist_MA20<-5% | 中证500 [OOS],4.3,0.637,-7.55,0.569,3.1,2023-01-03,2026-03-24,3.9,11.0,8.75,0.49,-31.15
Dist_MA20<-8% | 中证500 [FULL],0.19,0.066,-32.08,0.006,13.7,2012-01-05,2026-03-24,2.7,23.0,6.54,0.38,-65.2
Dist_MA20<-8% | 中证500 [IS],-0.81,-0.031,-32.08,-0.025,10.6,2012-01-05,2022-12-30,3.2,20.0,5.9,0.354,-65.2
Dist_MA20<-8% | 中证500 [OOS],3.68,0.747,-2.45,1.502,3.1,2023-01-03,2026-03-24,0.8,3.0,8.75,0.49,-31.15
Dist_MA20<-10% | 中证500 [FULL],-0.43,-0.012,-28.79,-0.015,13.7,2012-01-05,2026-03-24,1.7,15.0,6.54,0.38,-65.2
Dist_MA20<-10% | 中证500 [IS],-1.48,-0.123,-28.79,-0.051,10.6,2012-01-05,2022-12-30,2.1,13.0,5.9,0.354,-65.2
Dist_MA20<-10% | 中证500 [OOS],3.27,0.731,-0.1,32.651,3.1,2023-01-03,2026-03-24,0.4,2.0,8.75,0.49,-31.15
Dist_MA20<-15% | 中证500 [FULL],0.16,0.057,-27.35,0.006,13.7,2012-01-05,2026-03-24,0.7,7.0,6.54,0.38,-65.2
Dist_MA20<-15% | 中证500 [IS],0.21,0.065,-27.35,0.008,10.6,2012-01-05,2022-12-30,0.9,7.0,5.9,0.354,-65.2
Dist_MA20<-15% | 中证500 [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,0.0,0.0,8.75,0.49,-31.15
Above_MA20 | 中证500 [FULL],5.21,0.395,-51.08,0.102,13.7,2012-01-05,2026-03-24,54.4,193.0,6.54,0.38,-65.2
Above_MA20 | 中证500 [IS],4.67,0.361,-45.71,0.102,10.6,2012-01-05,2022-12-30,55.8,149.0,5.9,0.354,-65.2
Above_MA20 | 中证500 [OOS],7.1,0.52,-21.79,0.326,3.1,2023-01-03,2026-03-24,49.6,44.0,8.75,0.49,-31.15
Dist_MA60<-3% | 中证500 [FULL],-0.05,0.076,-34.43,-0.001,13.7,2012-01-05,2026-03-24,26.0,88.0,6.54,0.38,-65.2
Dist_MA60<-3% | 中证500 [IS],-0.22,0.072,-34.43,-0.006,10.6,2012-01-05,2022-12-30,25.9,67.0,5.9,0.354,-65.2
Dist_MA60<-3% | 中证500 [OOS],0.52,0.103,-17.56,0.03,3.1,2023-01-03,2026-03-24,26.3,21.0,8.75,0.49,-31.15
Dist_MA60<-5% | 中证500 [FULL],2.0,0.212,-32.8,0.061,13.7,2012-01-05,2026-03-24,15.7,69.0,6.54,0.38,-65.2
Dist_MA60<-5% | 中证500 [IS],1.95,0.205,-32.8,0.06,10.6,2012-01-05,2022-12-30,16.6,58.0,5.9,0.354,-65.2
Dist_MA60<-5% | 中证500 [OOS],2.15,0.265,-12.08,0.178,3.1,2023-01-03,2026-03-24,12.5,11.0,8.75,0.49,-31.15
Dist_MA60<-8% | 中证500 [FULL],2.16,0.237,-32.19,0.067,13.7,2012-01-05,2026-03-24,7.0,44.0,6.54,0.38,-65.2
Dist_MA60<-8% | 中证500 [IS],0.53,0.106,-32.19,0.016,10.6,2012-01-05,2022-12-30,8.1,36.0,5.9,0.354,-65.2
Dist_MA60<-8% | 中证500 [OOS],7.96,1.036,-9.67,0.823,3.1,2023-01-03,2026-03-24,3.1,8.0,8.75,0.49,-31.15
Dist_MA60<-10% | 中证500 [FULL],1.72,0.215,-28.3,0.061,13.7,2012-01-05,2026-03-24,4.5,23.0,6.54,0.38,-65.2
Dist_MA60<-10% | 中证500 [IS],1.98,0.227,-28.3,0.07,10.6,2012-01-05,2022-12-30,5.5,21.0,5.9,0.354,-65.2
Dist_MA60<-10% | 中证500 [OOS],0.83,0.185,-7.55,0.11,3.1,2023-01-03,2026-03-24,0.9,2.0,8.75,0.49,-31.15
Dist_MA60<-15% | 中证500 [FULL],2.13,0.293,-18.7,0.114,13.7,2012-01-05,2026-03-24,1.9,15.0,6.54,0.38,-65.2
Dist_MA60<-15% | 中证500 [IS],2.06,0.267,-18.7,0.11,10.6,2012-01-05,2022-12-30,2.5,14.0,5.9,0.354,-65.2
Dist_MA60<-15% | 中证500 [OOS],2.38,0.562,-0.1,23.83,3.1,2023-01-03,2026-03-24,0.1,1.0,8.75,0.49,-31.15
Above_MA60 | 中证500 [FULL],3.45,0.289,-55.08,0.063,13.7,2012-01-05,2026-03-24,51.7,104.0,6.54,0.38,-65.2
Above_MA60 | 中证500 [IS],2.22,0.217,-50.36,0.044,10.6,2012-01-05,2022-12-30,51.9,85.0,5.9,0.354,-65.2
Above_MA60 | 中证500 [OOS],7.79,0.519,-20.56,0.379,3.1,2023-01-03,2026-03-24,51.2,19.0,8.75,0.49,-31.15
Dist_MA120<-3% | 中证500 [FULL],0.86,0.134,-37.02,0.023,13.7,2012-01-05,2026-03-24,29.3,67.0,6.54,0.38,-65.2
Dist_MA120<-3% | 中证500 [IS],0.69,0.125,-37.02,0.019,10.6,2012-01-05,2022-12-30,28.9,52.0,5.9,0.354,-65.2
Dist_MA120<-3% | 中证500 [OOS],1.45,0.18,-23.1,0.063,3.1,2023-01-03,2026-03-24,30.6,14.0,8.75,0.49,-31.15
